complaint_id,input_type,original_text,language,normalized_text_en,category,subcategory,city,ward,created_at,priority_label,eta_days_label,assigned_officer_id,assigned_department,citizen_sentiment_score,attachments_count,status
C0483,text,"Citizens reported damaged footpath near school in Ward-09, Cuttack.",en,"Citizens reported damaged footpath near school in Ward-09, Cuttack.",roads,damaged footpath,Cuttack,Ward-09,2026-02-19 02:10:00,high,5,O024,Roads & Works,0.63,0,submitted
C0484,text,"Citizens reported pothole near school in Ward-18, Puri.",en,"Citizens reported pothole near school in Ward-18, Puri.",roads,pothole,Puri,Ward-18,2026-02-10 05:27:00,medium,7,O040,Roads & Works,0.83,3,submitted
C0485,text,"pothole on main road of Ward-11, Sambalpur.",en,"pothole on main road of Ward-11, Sambalpur.",roads,pothole,Sambalpur,Ward-11,2026-01-20 18:06:00,medium,6,O055,Roads & Works,0.48,2,submitted
C0486,text,"People are suffering due to sewer overflow in Ward-10, Puri.",en,"People are suffering due to sewer overflow in Ward-10, Puri.",drainage,sewer overflow,Puri,Ward-10,2026-01-02 01:49:00,medium,6,O041,Drainage,0.84,3,resolved
C0487,video,"Transport complaint: bus stop damage near bus stand in Ward-19, Bhubaneswar.",en,"Transport complaint: bus stop damage near bus stand in Ward-19, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-19,2026-02-20 10:50:00,high,1,O015,Traffic & Transport,0.57,3,in_progress
C0488,video,"Citizens reported damaged footpath near school in Ward-15, Puri.",en,"Citizens reported damaged footpath near school in Ward-15, Puri.",roads,damaged footpath,Puri,Ward-15,2026-03-16 21:08:00,medium,5,O039,Roads & Works,0.21,3,submitted
C0489,audio,"Health-related complaint about illegal dumping in Ward-16, Sambalpur.",en,"Health-related complaint about illegal dumping in Ward-16, Sambalpur.",health,illegal dumping,Sambalpur,Ward-16,2026-01-14 10:21:00,high,1,O061,Public Health,0.82,5,resolved
C0490,text,"Need urgent repair for pothole in Ward-16, Sambalpur.",en,"Need urgent repair for pothole in Ward-16, Sambalpur.",roads,pothole,Sambalpur,Ward-16,2026-02-18 22:28:00,high,4,O055,Roads & Works,0.27,1,submitted
C0491,text,There is no water supply near Ward-07 in Sambalpur since 2 days.,en,There is no water supply near Ward-07 in Sambalpur since 2 days.,water,no water supply,Sambalpur,Ward-07,2026-01-07 07:29:00,medium,4,O049,Water Supply,0.6,3,submitted
C0492,text,"Complaint about unclean public toilet near apartment block in Ward-19, Bhubaneswar.",en,"Complaint about unclean public toilet near apartment block in Ward-19, Bhubaneswar.",sanitation,unclean public toilet,Bhubaneswar,Ward-19,2026-03-16 14:13:00,high,1,O005,Sanitation,0.84,1,in_progress
C0493,text,"damaged footpath on main road of Ward-18, Puri.",en,"damaged footpath on main road of Ward-18, Puri.",roads,damaged footpath,Puri,Ward-18,2026-02-04 09:38:00,high,4,O039,Roads & Works,0.46,3,in_progress
C0494,text,"sparking wire reported in Ward-08, Bhubaneswar for 1 week.",en,"sparking wire reported in Ward-08, Bhubaneswar for 1 week.",electricity,sparking wire,Bhubaneswar,Ward-08,2026-02-22 15:52:00,low,6,O004,Electrical,0.39,4,in_progress
C0495,text,"power outage reported in Ward-21, Cuttack for 5 hours.",en,"power outage reported in Ward-21, Cuttack for 5 hours.",electricity,power outage,Cuttack,Ward-21,2026-03-03 23:57:00,high,1,O020,Electrical,0.52,0,resolved
C0496,audio,"transformer issue reported in Ward-19, Bhubaneswar for 2 days.",en,"transformer issue reported in Ward-19, Bhubaneswar for 2 days.",electricity,transformer issue,Bhubaneswar,Ward-19,2026-02-09 18:01:00,high,1,O003,Electrical,0.74,3,submitted
C0497,text,"Citizens reported pothole near school in Ward-16, Sambalpur.",en,"Citizens reported pothole near school in Ward-16, Sambalpur.",roads,pothole,Sambalpur,Ward-16,2026-02-27 12:47:00,high,4,O055,Roads & Works,0.56,1,in_progress
C0498,video,"Please address dead animal pickup in Ward-16, Sambalpur.",en,"Please address dead animal pickup in Ward-16, Sambalpur.",sanitation,dead animal pickup,Sambalpur,Ward-16,2026-01-26 10:07:00,low,3,O053,Sanitation,0.5,0,in_progress
C0499,audio,"Transport complaint: bus stop damage near bus stand in Ward-14, Cuttack.",en,"Transport complaint: bus stop damage near bus stand in Ward-14, Cuttack.",transport,bus stop damage,Cuttack,Ward-14,2026-03-13 17:40:00,high,2,O031,Traffic & Transport,0.72,0,submitted
C0500,text,"traffic signal not working at junction in Ward-02, Puri.",en,"traffic signal not working at junction in Ward-02, Puri.",transport,traffic signal not working,Puri,Ward-02,2026-01-21 16:12:00,medium,4,O047,Traffic & Transport,0.53,3,resolved
C0501,audio,"Ward-01, Bhubaneswar ରେ ରାସ୍ତା ନଷ୍ଟ ମରାମତି ଦରକାର।",or,"road damage on main road of Ward-01, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-01,2026-01-28 20:35:00,high,4,O007,Roads & Works,0.36,3,submitted
C0502,audio,"transformer issue reported in Ward-14, Cuttack for 2 hours.",en,"transformer issue reported in Ward-14, Cuttack for 2 hours.",electricity,transformer issue,Cuttack,Ward-14,2026-02-09 11:14:00,medium,1,O020,Electrical,0.84,2,submitted
C0503,audio,"Health-related complaint about smoke nuisance in Ward-14, Cuttack.",en,"Health-related complaint about smoke nuisance in Ward-14, Cuttack.",health,smoke nuisance,Cuttack,Ward-14,2026-02-21 12:20:00,medium,4,O029,Public Health,0.5,2,submitted
C0504,audio,"Transport complaint: road signage missing near bus stand in Ward-02, Puri.",en,"Transport complaint: road signage missing near bus stand in Ward-02, Puri.",transport,road signage missing,Puri,Ward-02,2026-03-05 15:14:00,low,7,O048,Traffic & Transport,0.75,0,in_progress
C0505,text,Ward-05 ଅଞ୍ଚଳରେ ମ୍ୟାନହୋଲ୍ ଢକନା ଭଙ୍ଗିଯାଇଛି ସମସ୍ୟା ହେଉଛି।,or,"manhole cover broken near Ward-05, Bhubaneswar after rain.",drainage,manhole cover broken,Bhubaneswar,Ward-05,2026-01-26 15:12:00,medium,2,O009,Drainage,0.36,3,in_progress
C0506,text,"Ward-10, Puri में मरे जानवर को नहीं उठाया गया की समस्या बनी हुई है।",hi,"dead animal pickup in Ward-10, Puri for the last 2 hours.",sanitation,dead animal pickup,Puri,Ward-10,2026-03-11 16:18:00,medium,4,O038,Sanitation,0.86,1,submitted
C0507,text,"damaged footpath on main road of Ward-05, Bhubaneswar.",en,"damaged footpath on main road of Ward-05, Bhubaneswar.",roads,damaged footpath,Bhubaneswar,Ward-05,2026-03-16 13:31:00,high,2,O007,Roads & Works,0.24,2,submitted
C0508,text,"Need urgent repair for pothole in Ward-09, Cuttack.",en,"Need urgent repair for pothole in Ward-09, Cuttack.",roads,pothole,Cuttack,Ward-09,2026-02-06 12:11:00,medium,8,O023,Roads & Works,0.44,1,submitted
C0509,text,"sparking wire reported in Ward-11, Sambalpur for 5 hours.",en,"sparking wire reported in Ward-11, Sambalpur for 5 hours.",electricity,sparking wire,Sambalpur,Ward-11,2026-02-07 07:48:00,medium,4,O052,Electrical,0.22,0,in_progress
C0510,text,"Please address overflowing bin in Ward-18, Puri.",en,"Please address overflowing bin in Ward-18, Puri.",sanitation,overflowing bin,Puri,Ward-18,2026-02-02 08:35:00,medium,3,O038,Sanitation,0.26,3,submitted
C0511,audio,"low pressure has affected houses around Ward-03, Cuttack.",en,"low pressure has affected houses around Ward-03, Cuttack.",water,low pressure,Cuttack,Ward-03,2026-02-03 02:31:00,low,5,O018,Water Supply,0.97,0,resolved
C0512,audio,"There is stagnant water near residential area in Ward-19, Bhubaneswar.",en,"There is stagnant water near residential area in Ward-19, Bhubaneswar.",health,stagnant water,Bhubaneswar,Ward-19,2026-02-24 12:44:00,low,7,O014,Public Health,0.25,3,in_progress
C0513,text,सड़क संकेत गायब के कारण यातायात प्रभावित है।,hi,"road signage missing at junction in Ward-03, Cuttack.",transport,road signage missing,Cuttack,Ward-03,2026-02-28 10:09:00,medium,4,O031,Traffic & Transport,0.67,2,submitted
C0514,text,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",en,"There is mosquito breeding near residential area in Ward-12, Bhubaneswar.",health,mosquito breeding,Bhubaneswar,Ward-12,2026-01-22 21:44:00,low,7,O013,Public Health,0.95,3,in_progress
C0515,text,"People in Ward-04, Sambalpur are facing transformer issue since 1 day.",en,"People in Ward-04, Sambalpur are facing transformer issue since 1 day.",electricity,transformer issue,Sambalpur,Ward-04,2026-01-15 16:52:00,medium,3,O052,Electrical,0.28,3,in_progress
C0516,text,"stagnant water observed in Ward-06, Puri.",en,"stagnant water observed in Ward-06, Puri.",health,stagnant water,Puri,Ward-06,2026-01-16 20:32:00,medium,5,O045,Public Health,0.64,1,submitted
C0517,text,"damaged footpath on main road of Ward-14, Cuttack.",en,"damaged footpath on main road of Ward-14, Cuttack.",roads,damaged footpath,Cuttack,Ward-14,2026-01-08 03:18:00,low,12,O023,Roads & Works,0.3,0,in_progress
C0518,text,"traffic signal not working at junction in Ward-04, Sambalpur.",en,"traffic signal not working at junction in Ward-04, Sambalpur.",transport,traffic signal not working,Sambalpur,Ward-04,2026-03-09 16:02:00,medium,6,O063,Traffic & Transport,0.61,2,resolved
C0519,audio,"Immediate action needed for unsafe construction debris near Ward-20, Sambalpur.",en,"Immediate action needed for unsafe construction debris near Ward-20, Sambalpur.",public_safety,unsafe construction debris,Sambalpur,Ward-20,2026-03-12 00:15:00,medium,3,O060,Public Safety,0.51,2,resolved
C0520,text,"Ward-12, Bhubaneswar ରେ ଦୁଷିତ ପାଣି ସମସ୍ୟା ହେଉଛି।",or,There is contaminated water near Ward-12 in Bhubaneswar since 5 hours.,water,contaminated water,Bhubaneswar,Ward-12,2026-03-02 00:48:00,high,2,O001,Water Supply,0.55,3,in_progress
C0521,text,Ward-14 इलाके में पाइपलाइन लीकेज पिछले 1 दिन से है।,hi,There is pipeline leakage near Ward-14 in Cuttack since 1 day.,water,pipeline leakage,Cuttack,Ward-14,2026-01-21 06:38:00,low,6,O018,Water Supply,0.78,2,submitted
C0522,text,"Ward-16, Sambalpur में ट्रांसफॉर्मर खराब की शिकायत है।",hi,"transformer issue reported in Ward-16, Sambalpur for 5 hours.",electricity,transformer issue,Sambalpur,Ward-16,2026-02-12 19:50:00,medium,2,O051,Electrical,0.85,4,submitted
C0523,text,"street light failure reported in Ward-16, Sambalpur for 5 hours.",en,"street light failure reported in Ward-16, Sambalpur for 5 hours.",electricity,street light failure,Sambalpur,Ward-16,2026-02-07 10:45:00,high,1,O051,Electrical,0.92,3,in_progress
C0524,text,Ward-21 इलाके में नाली जाम की समस्या है।,hi,"blocked drain near Ward-21, Cuttack after rain.",drainage,blocked drain,Cuttack,Ward-21,2026-01-29 17:55:00,low,4,O026,Drainage,0.8,2,submitted
C0525,text,"Health-related complaint about stagnant water in Ward-07, Sambalpur.",en,"Health-related complaint about stagnant water in Ward-07, Sambalpur.",health,stagnant water,Sambalpur,Ward-07,2026-01-30 08:47:00,high,1,O061,Public Health,0.78,2,submitted
C0526,audio,"There is mosquito breeding near residential area in Ward-18, Puri.",en,"There is mosquito breeding near residential area in Ward-18, Puri.",health,mosquito breeding,Puri,Ward-18,2026-02-06 11:20:00,medium,5,O045,Public Health,0.93,1,submitted
C0527,audio,"Transport complaint: bus stop damage near bus stand in Ward-08, Bhubaneswar.",en,"Transport complaint: bus stop damage near bus stand in Ward-08, Bhubaneswar.",transport,bus stop damage,Bhubaneswar,Ward-08,2026-01-13 18:47:00,medium,3,O016,Traffic & Transport,0.23,0,submitted
C0528,video,"Ward-16, Sambalpur ରେ ଭଙ୍ଗା ଡିଭାଇଡର୍ ମରାମତି ଦରକାର।",or,"broken divider on main road of Ward-16, Sambalpur.",roads,broken divider,Sambalpur,Ward-16,2026-03-12 23:45:00,high,3,O056,Roads & Works,0.93,0,resolved
C0529,text,सड़क संकेत गायब के कारण यातायात प्रभावित है।,hi,"road signage missing at junction in Ward-21, Cuttack.",transport,road signage missing,Cuttack,Ward-21,2026-02-06 09:43:00,low,6,O032,Traffic & Transport,0.79,2,submitted
C0530,text,"stagnant water observed in Ward-03, Cuttack.",en,"stagnant water observed in Ward-03, Cuttack.",health,stagnant water,Cuttack,Ward-03,2026-01-15 07:36:00,low,5,O029,Public Health,0.74,1,submitted
C0531,text,Ward-14 इलाके में पाइपलाइन लीकेज पिछले 5 घंटे से है।,hi,There is pipeline leakage near Ward-14 in Cuttack since 5 hours.,water,pipeline leakage,Cuttack,Ward-14,2026-01-06 03:06:00,medium,3,O018,Water Supply,0.34,2,in_progress
C0532,audio,"Health-related complaint about mosquito breeding in Ward-09, Cuttack.",en,"Health-related complaint about mosquito breeding in Ward-09, Cuttack.",health,mosquito breeding,Cuttack,Ward-09,2026-02-02 08:49:00,medium,3,O030,Public Health,0.71,3,submitted
C0533,audio,"Immediate action needed for fallen tree near Ward-04, Sambalpur.",en,"Immediate action needed for fallen tree near Ward-04, Sambalpur.",public_safety,fallen tree,Sambalpur,Ward-04,2026-02-19 04:30:00,high,1,O059,Public Safety,0.78,1,submitted
C0534,text,"waterlogging near Ward-20, Sambalpur after rain.",en,"waterlogging near Ward-20, Sambalpur after rain.",drainage,waterlogging,Sambalpur,Ward-20,2026-03-11 16:44:00,high,2,O057,Drainage,0.63,3,submitted
C0535,audio,"Ward-01, Bhubaneswar में सड़क खराब की मरम्मत चाहिए।",hi,"road damage on main road of Ward-01, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-01,2026-01-12 07:36:00,high,3,O008,Roads & Works,0.33,0,submitted
C0536,audio,"People are suffering due to waterlogging in Ward-08, Bhubaneswar.",en,"People are suffering due to waterlogging in Ward-08, Bhubaneswar.",drainage,waterlogging,Bhubaneswar,Ward-08,2026-02-14 15:57:00,high,1,O010,Drainage,0.62,3,in_progress
C0537,text,"Need urgent repair for pothole in Ward-02, Puri.",en,"Need urgent repair for pothole in Ward-02, Puri.",roads,pothole,Puri,Ward-02,2026-01-12 18:38:00,high,3,O040,Roads & Works,0.66,3,submitted
C0538,text,"Complaint filed for waterlogging in Ward-15, Puri since 2 days.",en,"Complaint filed for waterlogging in Ward-15, Puri since 2 days.",drainage,waterlogging,Puri,Ward-15,2026-03-01 14:09:00,high,2,O042,Drainage,0.26,1,in_progress
C0539,text,"Health-related complaint about illegal dumping in Ward-09, Cuttack.",en,"Health-related complaint about illegal dumping in Ward-09, Cuttack.",health,illegal dumping,Cuttack,Ward-09,2026-02-15 16:07:00,high,1,O029,Public Health,0.52,0,submitted
C0540,text,"waterlogging near Ward-06, Puri after rain.",en,"waterlogging near Ward-06, Puri after rain.",drainage,waterlogging,Puri,Ward-06,2026-03-09 03:59:00,high,2,O041,Drainage,0.61,5,resolved
C0541,text,Ward-20 क्षेत्र में ट्रांसफॉर्मर खराब पिछले 3 दिन से है।,hi,"transformer issue reported in Ward-20, Sambalpur for 3 days.",electricity,transformer issue,Sambalpur,Ward-20,2026-01-15 21:20:00,low,3,O052,Electrical,0.47,3,in_progress
C0542,audio,Ward-03 इलाके में जलभराव की समस्या है।,hi,"waterlogging near Ward-03, Cuttack after rain.",drainage,waterlogging,Cuttack,Ward-03,2026-02-24 21:23:00,high,1,O026,Drainage,0.67,1,submitted
C0543,text,"road signage missing at junction in Ward-18, Puri.",en,"road signage missing at junction in Ward-18, Puri.",transport,road signage missing,Puri,Ward-18,2026-02-24 13:54:00,medium,4,O047,Traffic & Transport,0.52,0,in_progress
C0544,text,"Ward-01, Bhubaneswar में सड़क खराब की मरम्मत चाहिए।",hi,"road damage on main road of Ward-01, Bhubaneswar.",roads,road damage,Bhubaneswar,Ward-01,2026-01-02 05:27:00,high,5,O008,Roads & Works,0.59,0,submitted
C0545,text,"Residents in Ward-21, Cuttack are facing low pressure for 1 week.",en,"Residents in Ward-21, Cuttack are facing low pressure for 1 week.",water,low pressure,Cuttack,Ward-21,2026-02-27 21:59:00,medium,5,O017,Water Supply,0.34,1,in_progress
C0546,text,"smoke nuisance observed in Ward-12, Bhubaneswar.",en,"smoke nuisance observed in Ward-12, Bhubaneswar.",health,smoke nuisance,Bhubaneswar,Ward-12,2026-03-13 07:34:00,low,5,O014,Public Health,0.43,1,submitted
C0547,text,"Citizens reported pothole near school in Ward-11, Sambalpur.",en,"Citizens reported pothole near school in Ward-11, Sambalpur.",roads,pothole,Sambalpur,Ward-11,2026-01-01 20:39:00,low,8,O055,Roads & Works,0.43,2,resolved
C0548,video,"mosquito breeding observed in Ward-14, Cuttack.",en,"mosquito breeding observed in Ward-14, Cuttack.",health,mosquito breeding,Cuttack,Ward-14,2026-02-11 22:00:00,medium,2,O029,Public Health,0.71,3,submitted
